"model","category","data","mac full","param full","mac backbone","param backbone","zen score","az-expressivity","az-progressivity","az-trainability","mAP50-95","meco","mlps","mambas","c2fs","maxvits"
"bench_model_000196.yaml","full mlp","pedro_shist.yaml",1801129664,4973281,871358144,1592814,116.7665315,54.026685,-0.398513317,-1.91411881,0.573441664,13.55943,4,0,0,0
"bench_model_000038.yaml","full c2f","pedro_shist.yaml",1827918080,5469363,613900800,1002256,71.68167496,55.61979008,-0.328968048,-1.583324475,0.573234737,14.661482,0,0,4,0
"bench_model_000788.yaml","full heterogeneous","pedro_shist.yaml",3046312704,8448471,1499906304,2705540,61.00416923,60.16763043,-0.478823185,-1.959458479,0.573054703,13.943306,2,1,0,1
"bench_model_000116.yaml","full c2f","pedro_shist.yaml",2721556480,9025395,441484800,435136,68.56616986,50.97460246,-0.344025373,-1.444605023,0.572814659,14.648767,0,0,4,0
"bench_model_000078.yaml","full c2f","pedro_shist.yaml",1930493440,5615291,712741120,1133848,68.70704985,56.88229203,-0.317835331,-1.656190626,0.572721099,14.722865,0,0,4,0
"bench_model_000104.yaml","full c2f","pedro_shist.yaml",2798457600,8674099,890708480,1522608,61.37465632,59.01817966,-0.325742722,-1.732397172,0.572531806,14.851964,0,0,4,0
"bench_model_000206.yaml","full mlp","pedro_shist.yaml",1303257152,3529877,619323712,1096018,101.8617837,51.65839863,-0.395029783,-1.761183662,0.572259073,13.530917,4,0,0,0
"bench_model_000112.yaml","full c2f","pedro_shist.yaml",745328640,1949203,265410560,296320,69.28868258,47.49944782,-0.302867174,-1.426301759,0.572041985,14.275867,0,0,4,0
"bench_model_000090.yaml","full c2f","pedro_shist.yaml",3048235520,9386867,757509120,767168,61.51460457,55.68051457,-0.297341585,-1.561730597,0.571639896,14.805736,0,0,4,0
"bench_model_000848.yaml","full heterogeneous","pedro_shist.yaml",2230900480,4586583,1299411200,1203044,66.02647698,55.65148306,-0.440233231,-2.381662493,0.530922494,13.958675,1,2,1,0
"bench_model_000966.yaml","full heterogeneous","pedro_shist.yaml",3145727744,8440491,1246109184,1345448,42.78642994,57.46995163,-0.377752304,-2.320045522,0.578347355,14.847869,0,2,2,0
"bench_model_000548.yaml","full heterogeneous","pedro_shist.yaml",3202049088,8087757,1311283008,1016906,84.84357166,54.80042815,-0.389243841,-1.915148747,0.58566066,14.020507,2,0,1,1
"bench_model_000030.yaml","full c2f","pedro_shist.yaml",688934400,1843219,210332160,197504,65.24652576,44.8981874,-0.372258425,-1.373524945,0.570767325,14.197338,0,0,4,0
"bench_model_000048.yaml","full c2f","pedro_shist.yaml",800394240,2164851,316533760,496608,61.23013425,50.98656058,-0.310592175,-1.580668721,0.570044579,14.263678,0,0,4,0
"bench_model_000164.yaml","full mlp","pedro_shist.yaml",2082397440,4656335,1154850560,1296604,91.35273755,54.50982118,-0.378368139,-1.787102371,0.570000606,13.665618,4,0,0,0
"bench_model_000892.yaml","full heterogeneous","pedro_shist.yaml",1381895232,3234097,694270272,786798,41.29253292,53.32211399,-1.119631052,-2.163589177,0.569874261,13.74251,1,2,1,0
"bench_model_000810.yaml","full heterogeneous","pedro_shist.yaml",1122359488,3600953,437601728,1158774,71.25975025,52.11003113,-0.347950459,-1.712529162,0.530919394,13.628892,1,0,1,2
"bench_model_000242.yaml","full mlp","pedro_shist.yaml",1762741248,5328331,830258688,1930200,89.22809267,55.03957582,-0.382964134,-1.703854411,0.569026848,13.56232,4,0,0,0
"bench_model_000720.yaml","full heterogeneous","pedro_shist.yaml",1497219584,4763443,564742144,1374528,44.68029308,55.92302823,-0.323516846,-1.475982228,0.563638428,14.433934,1,0,2,1
"bench_model_000684.yaml","full heterogeneous","pedro_shist.yaml",1286197760,3428531,598163200,981872,75.80448544,53.9556787,-0.571636438,-1.853819508,0.568920814,14.452214,1,1,2,0
"bench_model_000522.yaml","full heterogeneous","pedro_shist.yaml",2049669120,6995555,515384320,1265936,45.32393575,53.44608831,-0.736488342,-2.265756822,0.560657582,14.067358,0,1,2,1
"bench_model_000732.yaml","full heterogeneous","pedro_shist.yaml",1474236480,3264805,783739200,808546,64.98263061,55.03171492,-0.316606522,-1.626564489,0.587556119,14.182152,1,0,3,0
"bench_model_000208.yaml","full mlp","pedro_shist.yaml",919739328,2639565,438339008,975930,108.5560541,49.59283781,-0.385814428,-1.930763111,0.567959073,13.179877,4,0,0,0
"bench_model_000992.yaml","full heterogeneous","pedro_shist.yaml",4115642624,8529947,2217498624,1432600,70.18277991,58.33607411,-0.453543186,-2.047894556,0.567411317,14.083643,2,2,0,0
"bench_model_000064.yaml","full c2f","pedro_shist.yaml",2536849920,8695883,632416000,1540936,72.90544033,56.93254685,-0.323722124,-1.752317736,0.567308433,14.743571,0,0,4,0
"bench_model_000806.yaml","full heterogeneous","pedro_shist.yaml",1066870720,2785413,386426560,366274,52.12220383,48.26710463,-0.581115723,-2.162392245,0.538108549,13.503755,1,3,0,0
"bench_model_000396.yaml","full maxvit","pedro_shist.yaml",3043860480,8747531,1143123200,1621384,19.74164146,59.23650694,-0.354266644,-1.660686896,0.566957825,14.045987,0,0,0,4
"bench_model_000222.yaml","full mlp","pedro_shist.yaml",1574232448,4106915,653080448,764848,132.6861222,49.27197003,-0.427242517,-1.924224659,0.566930044,13.507245,4,0,0,0
"bench_model_000646.yaml","full heterogeneous","pedro_shist.yaml",2074281216,6599631,547230976,932476,74.50760651,52.3851223,-0.407404661,-1.840277378,0.578195287,14.172569,2,1,1,0
"bench_model_000006.yaml","full c2f","pedro_shist.yaml",2856441600,8505971,950167040,1355632,59.9638164,58.75323629,-0.303852081,-1.670311125,0.566557217,14.944277,0,0,4,0
"bench_model_000944.yaml","full heterogeneous","pedro_shist.yaml",1244922880,3444027,553186560,972408,46.41838384,55.57338548,-0.313206673,-1.699805225,0.582384664,13.98522,0,0,3,1
"bench_model_000098.yaml","full c2f","pedro_shist.yaml",2874092800,8628323,966338560,1463008,60.79682314,59.35612535,-0.302966833,-1.776900695,0.566378125,14.901348,0,0,4,0
"bench_model_000140.yaml","full mlp","pedro_shist.yaml",1376392960,3015679,695746560,597820,93.33017099,49.39020538,-0.442919254,-1.772666703,0.565802779,13.508551,4,0,0,0
"bench_model_000578.yaml","full heterogeneous","pedro_shist.yaml",1400016000,4188347,477632640,840136,107.2955153,49.87226558,-0.469814301,-2.258091375,0.590427854,13.810377,2,1,1,0
"bench_model_000596.yaml","full heterogeneous","pedro_shist.yaml",1561783616,4817949,627583296,1421354,32.31530565,55.61174011,-0.559691191,-1.990622375,0.565094961,13.589563,1,2,0,1
"bench_model_000106.yaml","full c2f","pedro_shist.yaml",2742798080,9204491,454117120,583512,54.29606277,53.41935158,-0.342756748,-1.551234208,0.564354517,14.582502,0,0,4,0
"bench_model_000182.yaml","full mlp","pedro_shist.yaml",1293485696,2871903,614887296,458524,102.1347971,46.97811961,-0.455151081,-1.818812986,0.564113649,13.483891,4,0,0,0
"bench_model_000768.yaml","full heterogeneous","pedro_shist.yaml",3448467968,9663119,1161018368,1053660,57.55528235,55.50174665,-0.511969328,-2.122860355,0.56309859,14.020507,1,1,0,2
"bench_model_000914.yaml","full heterogeneous","pedro_shist.yaml",1362768576,3795809,440136896,444526,69.41774309,50.22876477,-0.501122475,-2.123215015,0.563130224,14.165379,1,1,2,0
"bench_model_000214.yaml","full mlp","pedro_shist.yaml",2368077696,5362427,1439046016,1984264,133.5302761,55.06971884,-0.399782658,-2.038725799,0.562703239,13.652144,4,0,0,0
"bench_model_000690.yaml","full heterogeneous","pedro_shist.yaml",3092665216,9512443,799063936,876104,58.08832431,55.12504935,-0.391745567,-1.829947284,0.56264985,14.406846,1,1,2,0
"bench_model_000836.yaml","full heterogeneous","pedro_shist.yaml",1150902336,2873097,469436736,454598,28.41160268,50.1468823,-0.504058361,-1.865421355,0.526884204,13.522373,1,1,0,2
"bench_model_000934.yaml","full heterogeneous","pedro_shist.yaml",1096764352,2481025,614708672,816878,116.0592706,50.54805636,-0.40223074,-2.015861839,0.565099157,13.331002,3,0,1,0
"bench_model_000224.yaml","full mlp","pedro_shist.yaml",1299911424,3580451,384667904,261424,105.7364798,43.2713244,-0.451185703,-1.933291306,0.561869493,13.402658,4,0,0,0
"bench_model_000110.yaml","full c2f","pedro_shist.yaml",1226622720,4093963,297834240,714264,70.60948467,51.20490956,-0.415904999,-1.726732949,0.561638258,14.300009,0,0,4,0
"bench_model_000026.yaml","full c2f","pedro_shist.yaml",2038284800,5649067,818233600,1155080,63.29746151,57.61967969,-0.300709009,-1.673002807,0.561591269,14.849805,0,0,4,0
"bench_model_000200.yaml","full mlp","pedro_shist.yaml",1461168256,4483295,534842496,1113580,84.34517384,51.67273712,-0.428773642,-1.786339795,0.56132044,13.472231,4,0,0,0
"bench_model_000082.yaml","full c2f","pedro_shist.yaml",1767266560,4886579,562434560,453520,65.54197335,51.8817203,-0.311624765,-1.527175692,0.561090961,14.747738,0,0,4,0
"bench_model_000584.yaml","full heterogeneous","pedro_shist.yaml",1521323776,4000255,591552256,619788,58.02332079,53.11236811,-0.413447857,-1.805027594,0.56092875,13.901321,1,1,2,0
"bench_model_000204.yaml","full mlp","pedro_shist.yaml",2065304960,4571147,1374398080,2115528,119.6824164,56.00640774,-0.444767714,-2.007765893,0.560671862,13.651013,4,0,0,0
"bench_model_000000.yaml","full c2f","pedro_shist.yaml",1474087680,4659347,273848320,243312,56.21049535,47.86528587,-0.322820187,-1.469639977,0.560318119,14.332397,0,0,4,0
"bench_model_000562.yaml","full heterogeneous","pedro_shist.yaml",1777640704,3974575,851076864,615612,42.13871276,53.55831289,-0.324610472,-1.486870233,0.556907918,13.896906,1,0,2,1
"bench_model_000910.yaml","full heterogeneous","pedro_shist.yaml",1665555840,4884999,462444160,454628,40.326015,50.70925307,-0.531576633,-1.99595466,0.543449473,13.714938,1,2,0,1
"bench_model_000532.yaml","full heterogeneous","pedro_shist.yaml",1085512256,3317497,600497216,1639526,103.4209335,51.96944928,-0.438995361,-2.102317472,0.559655017,13.233976,3,1,0,0
"bench_model_000760.yaml","full heterogeneous","pedro_shist.yaml",3479138560,9835915,1179792640,1162456,41.51519966,57.95390964,-0.448083401,-1.787257291,0.568256624,14.173688,0,1,2,1
"bench_model_000032.yaml","full c2f","pedro_shist.yaml",1113022720,3166915,423137280,708736,55.55392164,54.25482726,-0.306925774,-1.619250211,0.559054359,14.429788,0,0,4,0
"bench_model_000022.yaml","full c2f","pedro_shist.yaml",2475930880,8048707,579256320,942144,57.80634308,56.02803636,-0.338279247,-1.648348925,0.558938748,14.665593,0,0,4,0
"bench_model_000138.yaml","full mlp","pedro_shist.yaml",915396160,2157261,436461120,505914,69.56181931,47.83192658,-0.375702858,-1.500197098,0.558920663,13.232258,4,0,0,0
"bench_model_000124.yaml","full c2f","pedro_shist.yaml",2455703040,7994875,558662400,890616,56.63805485,55.67879462,-0.318555117,-1.609846867,0.558643421,14.645285,0,0,4,0
"bench_model_000526.yaml","full heterogeneous","pedro_shist.yaml",1046114304,3303195,560937984,1626248,102.1096568,53.31194067,-0.351401806,-1.993812524,0.555444245,13.9063015,2,0,1,1
"bench_model_000864.yaml","full heterogeneous","pedro_shist.yaml",1211830848,3785825,522552128,1318046,36.50818169,53.80484843,-0.392831802,-2.093024056,0.544804651,13.640395,1,1,1,1
"bench_model_000898.yaml","full heterogeneous","pedro_shist.yaml",1213733120,3954211,289626880,600624,48.68270612,49.58363152,-0.389453888,-1.937311945,0.557932336,14.141644,1,1,2,0
"bench_model_000950.yaml","full heterogeneous","pedro_shist.yaml",1134606720,3048767,450875520,611708,50.50533986,51.36051369,-0.378881693,-1.714238776,0.587563144,13.611385,1,0,1,2
"bench_model_000942.yaml","full heterogeneous","pedro_shist.yaml",2009917440,5467287,796757760,1000180,54.77704716,52.93678319,-2.21449697,-3.044890056,0.579115081,13.983598,0,2,2,0
"bench_model_000160.yaml","full mlp","pedro_shist.yaml",1288640896,2974199,608404096,557620,93.54351544,48.95796347,-0.37966156,-1.909125404,0.557714508,13.505065,4,0,0,0
"bench_model_000998.yaml","full heterogeneous","pedro_shist.yaml",3680384000,9735899,2108037120,3853704,31.43588579,63.47076511,-0.45941782,-2.738715937,0.557678251,14.148548,0,3,1,0
"bench_model_000114.yaml","full c2f","pedro_shist.yaml",1967197440,6105179,443749120,437000,68.39320803,50.64836454,-0.336351395,-1.414218012,0.557162391,14.655283,0,0,4,0
"bench_model_000482.yaml","full maxvit","pedro_shist.yaml",2432288000,6344075,906878720,682040,17.60372314,54.7125845,-0.344070911,-1.418537507,0.557095781,13.865443,0,0,0,4
"bench_model_000168.yaml","full mlp","pedro_shist.yaml",1934024448,5138291,731775488,713296,94.58388877,50.46252966,-0.458256721,-1.657477446,0.556792299,13.713168,4,0,0,0
"bench_model_000776.yaml","full heterogeneous","pedro_shist.yaml",2350019840,5933599,1132556800,1455740,53.32235956,58.07812524,-0.35234642,-1.85359842,0.55624803,14.000495,1,1,1,1
"bench_model_000188.yaml","full mlp","pedro_shist.yaml",1169649344,3104961,685783744,1430574,100.8590746,52.4014163,-0.377737045,-1.790116736,0.556159269,13.284755,4,0,0,0
"bench_model_000180.yaml","full mlp","pedro_shist.yaml",903980800,2352975,424224000,697532,116.5327659,47.96203303,-0.385876179,-1.86812156,0.555955629,13.164042,4,0,0,0
"bench_model_000558.yaml","full heterogeneous","pedro_shist.yaml",1637654272,5404455,433106432,966916,77.58116424,51.64598036,-0.365349054,-1.644333697,0.563411467,14.262655,2,0,1,1
"bench_model_000100.yaml","full c2f","pedro_shist.yaml",868748800,2557307,190974720,150328,55.7138626,44.04430389,-0.356544733,-1.476632798,0.555574682,14.157908,0,0,4,0
"bench_model_000066.yaml","full c2f","pedro_shist.yaml",1194828800,3350939,504326400,888920,64.92313826,54.24487543,-0.300813913,-1.710489369,0.555391851,14.618408,0,0,4,0
"bench_model_000876.yaml","full heterogeneous","pedro_shist.yaml",2432663104,8577281,1201690944,4022366,35.69105852,58.76083481,-1.814705014,-3.018417047,0.526038151,13.86666,1,1,0,2
"bench_model_000664.yaml","full heterogeneous","pedro_shist.yaml",1389638912,3356075,703849472,903016,71.70652103,52.28765488,-0.368251801,-2.439433382,0.563588719,13.517644,2,1,0,1
"bench_model_000798.yaml","full heterogeneous","pedro_shist.yaml",1236445888,4369929,546555328,1904070,87.95087957,54.00721169,-0.330572128,-1.677054378,0.575028369,14.2938795,2,0,2,0
"bench_model_000870.yaml","full heterogeneous","pedro_shist.yaml",2285150080,9839855,1332225920,6350332,68.60282218,60.99789977,-0.368568897,-2.056767536,0.555197224,14.595202,1,2,1,0
"bench_model_000094.yaml","full c2f","pedro_shist.yaml",763936000,2430427,277605120,745288,61.01107466,51.74864912,-0.294999599,-1.716164349,0.554547385,14.227249,0,0,4,0
"bench_model_000360.yaml","full mamba","pedro_shist.yaml",1393063936,3856987,469449216,504936,19.18160972,49.34090638,-1.453451633,-2.975651243,0.554344219,13.578673,0,4,0,0
"bench_model_000702.yaml","full heterogeneous","pedro_shist.yaml",1064911360,2773679,381392640,346860,35.62858796,50.54058814,-0.472351313,-1.676346525,0.537985618,13.636576,0,1,2,1
"bench_model_000816.yaml","full heterogeneous","pedro_shist.yaml",2342623680,7333701,467355840,318146,75.11894763,48.03704739,-0.363003731,-1.594425393,0.564417854,14.574895,1,1,2,0
"bench_model_000484.yaml","full maxvit","pedro_shist.yaml",1449268480,3915003,524913920,558344,17.23544624,52.43116617,-0.37037015,-1.490692594,0.553039389,13.580699,0,0,0,4
"bench_model_000086.yaml","full c2f","pedro_shist.yaml",1502008320,4760395,298612480,334504,54.83397913,49.93532538,-0.29488802,-1.540751623,0.552950243,14.346986,0,0,4,0
"bench_model_000844.yaml","full heterogeneous","pedro_shist.yaml",1420339712,4272419,488845312,884272,33.28070211,53.94811296,-0.426285028,-2.312225766,0.55579677,13.892768,0,2,2,0
"bench_model_000712.yaml","full heterogeneous","pedro_shist.yaml",1615067520,3609695,696626560,282988,61.58942699,46.87856722,-0.465575933,-1.887055649,0.547200679,13.804571,1,1,2,0
"bench_model_000730.yaml","full heterogeneous","pedro_shist.yaml",2011460480,6694263,796859520,2211924,74.53994346,56.04499507,-0.602504253,-1.961271348,0.533921536,13.804247,2,1,0,1
"bench_model_000782.yaml","full heterogeneous","pedro_shist.yaml",1374617600,3924443,446077440,550120,37.66892797,52.49907827,-0.586893082,-1.962558883,0.552089284,13.686221,0,1,2,1
"bench_model_000644.yaml","full heterogeneous","pedro_shist.yaml",2962910720,7619555,1422082560,1897104,46.09384048,58.66385007,-0.890617371,-2.105008815,0.554188884,13.920807,1,1,0,2
"bench_model_000882.yaml","full heterogeneous","pedro_shist.yaml",1388424960,4730855,462833920,1358836,81.78374946,49.25080311,-2.768270612,-3.277724872,0.55172478,13.513324,2,1,0,1
"bench_model_000212.yaml","full mlp","pedro_shist.yaml",863558464,2085865,384956224,440150,90.85846198,46.50252867,-0.434244394,-1.838226059,0.551100837,13.169552,4,0,0,0
"bench_model_000736.yaml","full heterogeneous","pedro_shist.yaml",1961813504,5142375,753830144,710212,41.07673627,53.81745529,-0.5160923,-1.807805026,0.5371254,14.488782,0,1,2,1
"bench_model_000588.yaml","full heterogeneous","pedro_shist.yaml",2909711616,8287335,1014511616,1188836,35.55447251,56.60904551,-0.500347137,-2.35029072,0.550321671,14.801447,0,2,1,1
"bench_model_000572.yaml","full heterogeneous","pedro_shist.yaml",1682106624,4663691,748651264,1278616,45.29483092,55.55622387,-0.338569403,-1.917970444,0.544503999,14.212943,1,1,2,0
"bench_model_000594.yaml","full heterogeneous","pedro_shist.yaml",2017272384,5778069,803534144,1301106,32.06027716,55.68693447,-0.472570419,-2.301780505,0.550066011,13.802628,1,2,0,1
"bench_model_000592.yaml","full heterogeneous","pedro_shist.yaml",1728274688,4867523,526883328,439840,61.62876332,49.38391662,-0.375110626,-1.717545812,0.549683401,13.939638,1,0,2,1
"bench_model_000226.yaml","full mlp","pedro_shist.yaml",980720000,2657311,498669440,997772,100.1437013,50.45604014,-0.397297382,-1.868236796,0.549093305,13.216655,4,0,0,0
"bench_model_000162.yaml","full mlp","pedro_shist.yaml",696053760,1995891,218595840,349152,84.05373192,43.43365359,-0.408004761,-1.869213411,0.548735295,13.042801,4,0,0,0
"bench_model_000508.yaml","full heterogeneous","pedro_shist.yaml",2810097600,7463169,930400960,430334,73.64883316,50.18097663,-0.481108904,-1.921593759,0.535378914,13.98549,1,1,2,0
"bench_model_000908.yaml","full heterogeneous","pedro_shist.yaml",3055626944,8858409,1156735424,1738022,67.59096241,56.60312533,-0.747037888,-2.187084501,0.537840016,13.970803,2,2,0,0
"bench_model_000624.yaml","full heterogeneous","pedro_shist.yaml",2120253184,5447415,910534144,985684,44.16495389,54.90130854,-0.349188805,-1.651337238,0.562358111,14.090715,1,0,1,2
"bench_model_000492.yaml","full maxvit","pedro_shist.yaml",2811287040,8148899,1264545280,2386512,20.24010718,60.69977212,-0.324816704,-1.694955153,0.548257328,13.924831,0,0,0,4
"bench_model_000282.yaml","full mamba","pedro_shist.yaml",2126379008,6431231,599323648,754860,19.88614485,52.88726783,-0.590367317,-2.829228352,0.505550932,13.825381,0,4,0,0
"bench_model_000758.yaml","full heterogeneous","pedro_shist.yaml",1023141760,2790659,344548480,383040,88.95671546,45.70644498,-0.40041399,-2.167169203,0.568378124,13.869089,2,1,1,0
"bench_model_000004.yaml","full c2f","pedro_shist.yaml",1215166720,3596203,293274880,249528,41.09077179,49.08989429,-0.326693296,-1.456391747,0.547249871,14.290899,0,0,4,0
"bench_model_000036.yaml","full c2f","pedro_shist.yaml",911650560,2594643,232849920,182544,50.20116943,46.1061089,-0.384424925,-1.405992616,0.546533972,14.214663,0,0,4,0
"bench_model_000012.yaml","full c2f","pedro_shist.yaml",1475564800,4774387,273600000,344912,58.0034399,48.94345045,-0.363336802,-1.525536233,0.545617467,14.332016,0,0,4,0
"bench_model_000610.yaml","full heterogeneous","pedro_shist.yaml",1446649600,4406115,515889920,1015664,39.3117308,54.31939244,-0.382264137,-1.80929336,0.53989934,14.518053,0,1,2,1
"bench_model_000856.yaml","full heterogeneous","pedro_shist.yaml",1313689856,3302235,622575616,842136,40.93978244,53.36086798,-2.105494261,-2.539697395,0.559213339,14.483709,0,2,2,0
"bench_model_000740.yaml","full heterogeneous","pedro_shist.yaml",1451954688,4583819,522431488,1208728,62.65608716,53.78633499,-0.360959053,-1.591541654,0.573792362,14.232535,1,0,2,1
"bench_model_000270.yaml","full mamba","pedro_shist.yaml",2700655104,8669455,1147349504,2883516,22.17816776,60.49306202,-0.49122715,-2.526009268,0.539475847,13.953114,0,4,0,0
"bench_model_000682.yaml","full heterogeneous","pedro_shist.yaml",1856079360,6083147,332961280,419064,46.01017356,50.33852482,-0.506996393,-1.924665012,0.544274856,13.836097,0,2,2,0
"bench_model_000322.yaml","full mamba","pedro_shist.yaml",2651053312,6862583,1424399872,2342612,21.87034386,60.15640998,-0.42000103,-2.698722694,0.486877537,13.943024,0,4,0,0
"bench_model_000676.yaml","full heterogeneous","pedro_shist.yaml",1801055680,4874921,870792640,1495222,57.11900449,54.32206249,-0.559363842,-2.573412593,0.548152451,13.620371,2,2,0,0
"bench_model_000068.yaml","full c2f","pedro_shist.yaml",646081280,1758923,168956160,117816,50.40485585,42.86171985,-0.399650812,-1.387212044,0.543429611,14.083887,0,0,4,0
"bench_model_000976.yaml","full heterogeneous","pedro_shist.yaml",3399925248,7389415,1857125888,1657748,40.10968649,58.89679074,-0.510940313,-2.407541276,0.542689349,13.993556,1,2,1,0
"bench_model_000198.yaml","full mlp","pedro_shist.yaml",856816384,2173407,378375424,525132,115.0801051,46.33877397,-0.439428806,-1.815588396,0.542604198,13.152931,4,0,0,0
"bench_model_000510.yaml","full heterogeneous","pedro_shist.yaml",1134948864,2835475,452456704,411856,50.28193796,50.37348032,-0.608237267,-1.516107358,0.58344995,13.702834,1,1,2,0
"bench_model_000406.yaml","full maxvit","pedro_shist.yaml",1175767040,3128011,490195200,690952,17.44932842,53.50081444,-0.313450098,-1.555914133,0.54238606,13.551128,0,0,0,4
"bench_model_000530.yaml","full heterogeneous","pedro_shist.yaml",922098176,2408315,437904896,732904,31.04865867,51.03751159,-1.169428825,-3.111575503,0.549871126,13.448958,0,3,1,0
"bench_model_000454.yaml","full maxvit","pedro_shist.yaml",2623749120,7076627,1086853120,1363392,19.25860861,58.42366862,-0.341249466,-1.598659634,0.542281386,13.902202,0,0,0,4
"bench_model_000574.yaml","full heterogeneous","pedro_shist.yaml",1689162240,4376459,759649280,1015192,50.43571556,53.35571122,-1.600335836,-2.508033467,0.570219159,14.297048,1,1,1,1
"bench_model_000916.yaml","full heterogeneous","pedro_shist.yaml",2497527296,6226459,1275755776,1732472,21.16835001,58.3750639,-0.450099468,-2.490687394,0.552562473,13.897202,0,3,0,1
"bench_model_000708.yaml","full heterogeneous","pedro_shist.yaml",1285870080,3681963,363735040,336824,39.81331199,49.54492998,-0.451261282,-1.729178013,0.523058165,13.625415,0,1,2,1
"bench_model_000906.yaml","full heterogeneous","pedro_shist.yaml",890221504,2584841,407833024,915062,60.06619799,50.32321787,-0.368405104,-1.582065128,0.540725437,13.185902,3,0,0,1
"bench_model_000800.yaml","full heterogeneous","pedro_shist.yaml",1377136896,3575851,688070656,1120232,30.97173929,54.63788176,-0.506224871,-2.439326435,0.550097925,13.622314,1,2,0,1
"bench_model_000846.yaml","full heterogeneous","pedro_shist.yaml",2756561664,9100455,1805370624,5630132,63.34169114,61.68093681,-0.408420563,-2.156042046,0.565378399,13.774022,2,1,0,1
"bench_model_000014.yaml","full c2f","pedro_shist.yaml",947726080,2577971,269744640,168432,57.19543409,45.21052074,-0.326859474,-1.433719924,0.540617088,14.374623,0,0,4,0
"bench_model_000726.yaml","full heterogeneous","pedro_shist.yaml",3434431232,9492519,1528156672,2342180,21.43493584,60.16637492,-0.446705818,-2.492034541,0.538537708,14.091444,0,2,0,2
"bench_model_000286.yaml","full mamba","pedro_shist.yaml",2485226240,7640819,941431040,1881504,21.59660152,57.85441613,-0.492615938,-2.67113303,0.51331138,13.869696,0,4,0,0
"bench_model_000660.yaml","full heterogeneous","pedro_shist.yaml",1122732736,2955225,442698176,535446,93.16798782,47.87121344,-0.486388922,-1.781315698,0.535804482,13.435011,3,0,0,1
"bench_model_000852.yaml","full heterogeneous","pedro_shist.yaml",1612995840,4645859,676824320,1240816,39.80435097,57.04714561,-0.350922108,-1.926102753,0.535263702,14.332207,0,1,2,1
"bench_model_000052.yaml","full c2f","pedro_shist.yaml",700084480,1825387,221643520,177112,49.77096349,45.85226703,-0.351949215,-1.394997655,0.538904263,14.180376,0,0,4,0
"bench_model_000056.yaml","full c2f","pedro_shist.yaml",660451840,1793539,182832640,149360,59.10454214,43.78566122,-0.309286118,-1.393551598,0.538866724,14.142568,0,0,4,0
"bench_model_000884.yaml","full heterogeneous","pedro_shist.yaml",1684109312,5835659,476399872,1380200,61.63825655,52.88423586,-0.71687603,-1.826024627,0.538765447,13.727597,1,1,0,2
"bench_model_000948.yaml","full heterogeneous","pedro_shist.yaml",3928411392,7899399,2380033792,2144180,57.67754197,60.41257358,-0.590657234,-2.199865102,0.57548141,13.981432,2,2,0,0
"bench_model_000982.yaml","full heterogeneous","pedro_shist.yaml",1077278720,3083611,392520960,641432,49.00041854,51.31184697,-0.395716429,-1.983816497,0.536730647,14.290899,0,1,2,1
"bench_model_000476.yaml","full maxvit","pedro_shist.yaml",1166625280,3021211,482287360,591832,17.01452523,52.72968721,-0.347401857,-1.482227436,0.53671464,13.546951,0,0,0,4
"bench_model_000818.yaml","full heterogeneous","pedro_shist.yaml",2268265792,5762261,1058551872,1308594,79.94205534,55.1132412,-0.344345808,-1.794038996,0.529802876,13.79351,2,0,0,2
"bench_model_000118.yaml","full c2f","pedro_shist.yaml",914138880,2567603,236157440,158064,49.40199292,44.93752623,-0.373601913,-1.32728576,0.53641369,14.250094,0,0,4,0
"bench_model_000902.yaml","full heterogeneous","pedro_shist.yaml",696197120,1872671,218245120,222860,37.76487422,42.91495204,-1.411064863,-2.817294664,0.546007708,13.457234,0,2,2,0
"bench_model_000412.yaml","full maxvit","pedro_shist.yaml",819479040,1943715,340549120,296976,15.36171645,48.60713601,-0.358720064,-1.378710959,0.535398412,13.249313,0,0,0,4
"bench_model_000380.yaml","full maxvit","pedro_shist.yaml",3258574080,8564323,1359687680,1457760,19.56022182,59.35172153,-0.340469122,-1.548937732,0.535244521,14.082173,0,0,0,4
"bench_model_000886.yaml","full heterogeneous","pedro_shist.yaml",793924992,2008927,313840512,352460,51.32682765,47.81908774,-0.379700661,-1.678356459,0.53508407,13.51635,1,0,2,1
"bench_model_000828.yaml","full heterogeneous","pedro_shist.yaml",1023110912,1924215,544669952,275940,61.98751247,46.84060335,-0.346177101,-1.750698849,0.549656729,13.542756,1,1,1,1
"bench_model_000550.yaml","full heterogeneous","pedro_shist.yaml",2692559488,7851691,812120448,806184,80.07294166,49.40714729,-1.841445565,-2.473852457,0.554103274,13.916767,2,2,0,0
"bench_model_000616.yaml","full heterogeneous","pedro_shist.yaml",3398065408,9440719,1484412928,2263884,21.74986574,61.311028,-0.411545038,-2.198015294,0.555587639,14.080211,0,2,0,2
"bench_model_000774.yaml","full heterogeneous","pedro_shist.yaml",820097472,1871189,341984192,223938,70.97887194,44.92560172,-0.366051197,-1.638686958,0.534174304,13.390495,2,0,2,0
"bench_model_000694.yaml","full heterogeneous","pedro_shist.yaml",1484675840,4635171,551950080,1240880,40.15395689,54.28804851,-0.366753101,-2.469518905,0.534007573,14.343972,0,2,2,0
"bench_model_000994.yaml","full heterogeneous","pedro_shist.yaml",976282560,2748593,295838400,329454,62.83454216,48.19958138,-0.424396753,-1.597728965,0.53393737,14.029847,1,0,2,1
